 #energy      xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.10126532E+03  0.69389938E+06  0.69389938E+06  0.69389938E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10075920E+03  0.71524144E+06  0.71524144E+06  0.71524144E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10025811E+03  0.72295942E+06  0.72295942E+06  0.72295942E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.99761983E+02  0.73122658E+06  0.73122658E+06  0.73122658E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.99269946E+02  0.73269820E+06  0.73269820E+06  0.73269820E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.98783526E+02  0.71918278E+06  0.71918278E+06  0.71918278E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.98301850E+02  0.70875358E+06  0.70875358E+06  0.70875358E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97824849E+02  0.71694762E+06  0.71694762E+06  0.71694762E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97351690E+02  0.71915071E+06  0.71915071E+06  0.71915071E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96883843E+02  0.69250304E+06  0.69250304E+06  0.69250304E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96420472E+02  0.66091939E+06  0.66091939E+06  0.66091939E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95961511E+02  0.67136326E+06  0.67136326E+06  0.67136326E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95506164E+02  0.74800784E+06  0.74800784E+06  0.74800784E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95055846E+02  0.87036244E+06  0.87036244E+06  0.87036244E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
