  #energy          xx             yy              zz              xy              yz              zx
  0.15491900E+02  0.34291573E+00  0.25828123E+00  0.46345950E+00  0.48327138E+03             NaN             NaN
  0.15575200E+02  0.33418719E+00  0.29860515E+00  0.45706693E+00  0.68965517E+03             NaN             NaN
  0.15658500E+02  0.31692433E+00  0.33747489E+00  0.44131844E+00 -0.44543430E+03             NaN             NaN
  0.15741800E+02  0.29535710E+00  0.35987103E+00  0.41526507E+00 -0.24260355E+03             NaN             NaN
  0.15825100E+02  0.27430695E+00  0.35322682E+00  0.38293414E+00 -0.16916693E+03             NaN             NaN
  0.15908400E+02  0.25611550E+00  0.32206689E+00  0.34979140E+00 -0.12292683E+03             NaN             NaN
  0.15991700E+02  0.24140756E+00  0.28644781E+00  0.31988192E+00 -0.92907616E+02             NaN             NaN
  0.16075000E+02  0.23035250E+00  0.26046462E+00  0.29672212E+00 -0.69288221E+02             NaN             NaN
  0.16158300E+02  0.22247246E+00  0.24483787E+00  0.28302040E+00 -0.50049391E+02             NaN             NaN
  0.16241500E+02  0.21698959E+00  0.23476596E+00  0.27925647E+00 -0.36199095E+02             NaN             NaN
  0.16324800E+02  0.21333601E+00  0.22643993E+00  0.28303070E+00 -0.25564940E+02             NaN             NaN
  0.16408100E+02  0.21254405E+00  0.21993613E+00  0.29111111E+00 -0.18461291E+02             NaN             NaN
  0.16491400E+02  0.21560076E+00  0.21907302E+00  0.30129137E+00 -0.12502957E+02             NaN             NaN
  0.16574700E+02  0.22352496E+00  0.22879962E+00  0.31333167E+00 -0.64765092E+01             NaN             NaN
  0.16658000E+02  0.23620918E+00  0.25085867E+00  0.32827294E+00  0.00000000E+00             NaN             NaN
  0.16741300E+02  0.25133303E+00  0.28198083E+00  0.34729223E+00  0.67037487E+01             NaN             NaN
  0.16824600E+02  0.26526491E+00  0.31437046E+00  0.37094506E+00  0.12852634E+02             NaN             NaN
  0.16907900E+02  0.27590849E+00  0.33756920E+00  0.39764676E+00  0.18280686E+02             NaN             NaN
  0.16991200E+02  0.28646933E+00  0.34429849E+00  0.42351373E+00  0.23002798E+02             NaN             NaN
  0.17074400E+02  0.30330260E+00  0.33757830E+00  0.44388281E+00  0.26601606E+02             NaN             NaN
  0.17157700E+02  0.33143334E+00  0.33057299E+00  0.45881263E+00  0.28661200E+02             NaN             NaN
  0.17241000E+02  0.37250506E+00  0.33623714E+00  0.47540734E+00  0.29274248E+02             NaN             NaN
  0.17324300E+02  0.42466048E+00  0.35914170E+00  0.49969993E+00  0.29049080E+02             NaN             NaN
  0.17407600E+02  0.48112486E+00  0.39586547E+00  0.52756982E+00  0.28600749E+02             NaN             NaN
  0.17490900E+02  0.52833376E+00  0.43920629E+00  0.54417819E+00  0.28161470E+02             NaN             NaN
  0.17574200E+02  0.54507315E+00  0.48211379E+00  0.53466526E+00  0.27498483E+02             NaN             NaN
  0.17657500E+02  0.51909636E+00  0.52146781E+00  0.49947951E+00  0.26384340E+02             NaN             NaN
  0.17740800E+02  0.46461135E+00  0.55887006E+00  0.45586183E+00  0.24398417E+02             NaN             NaN
  0.17824100E+02  0.40673553E+00  0.59658746E+00  0.41881057E+00  0.21616500E+02             NaN             NaN
  0.17907300E+02  0.35606487E+00  0.63149639E+00  0.39128147E+00  0.18167138E+02             NaN             NaN
  0.17990600E+02  0.31262995E+00  0.65104285E+00  0.37028771E+00  0.14324693E+02             NaN             NaN
  0.18073900E+02  0.27836980E+00  0.63770115E+00  0.35243526E+00  0.85474383E+01             NaN             NaN
  0.18157200E+02  0.25608345E+00  0.58688203E+00  0.33643845E+00  0.75608650E+00             NaN             NaN
  0.18240500E+02  0.24516450E+00  0.51984522E+00  0.32290232E+00 -0.93808630E+01             NaN             NaN
  0.18323800E+02  0.24195010E+00  0.46302469E+00  0.31433354E+00 -0.16635860E+02             NaN             NaN
  0.18407100E+02  0.24128206E+00  0.42516574E+00  0.31421483E+00 -0.19183338E+02             NaN             NaN
  0.18490400E+02  0.23928942E+00  0.39968058E+00  0.32453851E+00 -0.19040366E+02             NaN             NaN
  0.18573700E+02  0.23443708E+00  0.37606253E+00  0.34270962E+00 -0.15424165E+02             NaN             NaN
  0.18656900E+02  0.22807373E+00  0.34823873E+00  0.36063990E+00  0.00000000E+00             NaN             NaN
  0.18740200E+02  0.22234078E+00  0.31786504E+00  0.36831454E+00  0.32232071E+02             NaN             NaN
